symbol_id,date_id,seconds_bucket,cummulative_continous_volume,close_volume
1029677210,1,900,399678.0,
1029677210,1,1800,734291.0,
1029677210,1,3600,1510659.0,
1029677210,1,5400,1948151.0,
1029677210,1,7200,2172476.0,
1029677210,1,9000,2402536.0,
1029677210,1,10800,2639745.0,
1029677210,1,12600,2883303.0,
1029677210,1,14400,3025743.0,
1029677210,1,16200,3125890.0,
1029677210,1,18000,3210717.0,
1029677210,1,19800,3369863.0,
1029677210,1,21600,3524124.0,
1029677210,1,23400,3956453.0,
1029677210,1,25200,4362519.0,
1029677210,1,26400,4610256.0,
1029677210,1,27000,4812691.0,
1029677210,1,28500,5123244.0,
1029677210,1,28800,5209505.0,
1029677210,1,29400,5328083.0,
1029677210,1,30000,5470295.0,
1029677210,1,30300,5537886.0,
1029677210,1,30600,5714981.0,
1029677210,1,31200,,2914239.0
1029677210,2,900,333140.0,
1029677210,2,1800,687769.0,
1029677210,2,3600,1077287.0,
1029677210,2,5400,1394962.0,
1029677210,2,7200,1789256.0,
1029677210,2,9000,2184867.0,
1029677210,2,10800,2608010.0,
1029677210,2,12600,2907033.0,
1029677210,2,14400,3385456.0,
1029677210,2,16200,3613185.0,
1029677210,2,18000,3936025.0,
1029677210,2,19800,4282029.0,
1029677210,2,21600,4767996.0,
1029677210,2,23400,5198177.0,
1029677210,2,25200,5788282.0,
1029677210,2,26400,6068773.0,
1029677210,2,27000,6186220.0,
1029677210,2,28500,6471363.0,
1029677210,2,28800,6546398.0,
1029677210,2,29400,6717852.0,
1029677210,2,30000,6956558.0,
1029677210,2,30300,7060210.0,
1029677210,2,30600,7556929.0,
1029677210,2,31200,,3654059.0
1029677210,3,900,946268.0,
1029677210,3,1800,1538789.0,
1029677210,3,3600,2333895.0,
1029677210,3,5400,2961169.0,
1029677210,3,7200,3410355.0,
1029677210,3,9000,4355097.0,
1029677210,3,10800,4917212.0,
1029677210,3,12600,5186824.0,
1029677210,3,14400,5580841.0,
1029677210,3,16200,5876305.0,
1029677210,3,18000,6228963.0,
1029677210,3,19800,6647180.0,
1029677210,3,21600,7261590.0,
1029677210,3,23400,7853147.0,
1029677210,3,25200,9432004.0,
1029677210,3,26400,10377727.0,
1029677210,3,27000,10751501.0,
1029677210,3,28500,12184263.0,
1029677210,3,28800,12487392.0,
1029677210,3,29400,13306952.0,
1029677210,3,30000,13589824.0,
1029677210,3,30300,13963944.0,
1029677210,3,30600,14708431.0,
1029677210,3,31200,,5886015.0
1029677210,4,900,507555.0,
1029677210,4,1800,891273.0,
1029677210,4,3600,1311809.0,
1029677210,4,5400,1722818.0,
1029677210,4,7200,2083939.0,
1029677210,4,9000,2419123.0,
