symbol_id,date_id,seconds_bucket,cummulative_continous_volume,close_volume
1029677210,1,900,906661.0,
1029677210,1,1800,1526699.0,
1029677210,1,3600,2165462.0,
1029677210,1,5400,2600218.0,
1029677210,1,7200,2924146.0,
1029677210,1,9000,3285576.0,
1029677210,1,10800,3631446.0,
1029677210,1,12600,3920840.0,
1029677210,1,14400,4182944.0,
1029677210,1,16200,4604280.0,
1029677210,1,18000,5061042.0,
1029677210,1,19800,5483413.0,
1029677210,1,21600,5798722.0,
1029677210,1,23400,6295741.0,
1029677210,1,25200,7015244.0,
1029677210,1,26400,7414716.0,
1029677210,1,27000,7604670.0,
1029677210,1,28500,7947498.0,
1029677210,1,28800,8033692.0,
1029677210,1,29400,8228989.0,
1029677210,1,30000,8558146.0,
1029677210,1,30300,8835886.0,
1029677210,1,30600,9007921.0,
1029677210,1,31200,,2012902.0
1029677210,2,900,325046.0,
1029677210,2,1800,471868.0,
1029677210,2,3600,718292.0,
1029677210,2,5400,902690.0,
1029677210,2,7200,1198016.0,
1029677210,2,9000,1535683.0,
1029677210,2,10800,1908262.0,
1029677210,2,12600,2220156.0,
1029677210,2,14400,2474916.0,
1029677210,2,16200,2878800.0,
1029677210,2,18000,3127760.0,
1029677210,2,19800,3443446.0,
1029677210,2,21600,3711821.0,
1029677210,2,23400,3917620.0,
1029677210,2,25200,4833671.0,
1029677210,2,26400,5153120.0,
1029677210,2,27000,5311744.0,
1029677210,2,28500,5698771.0,
1029677210,2,28800,5786469.0,
1029677210,2,29400,5994617.0,
1029677210,2,30000,6268205.0,
1029677210,2,30300,6424864.0,
1029677210,2,30600,6603843.0,
1029677210,2,31200,,2260457.0
1029677210,3,900,313690.0,
1029677210,3,1800,540792.0,
1029677210,3,3600,879675.0,
1029677210,3,5400,1348408.0,
1029677210,3,7200,1848453.0,
1029677210,3,9000,2183071.0,
1029677210,3,10800,2981710.0,
1029677210,3,12600,3472445.0,
1029677210,3,14400,3839863.0,
1029677210,3,16200,4101777.0,
1029677210,3,18000,4267344.0,
1029677210,3,19800,4631829.0,
1029677210,3,21600,5289602.0,
1029677210,3,23400,5576949.0,
1029677210,3,25200,6086475.0,
1029677210,3,26400,6426773.0,
1029677210,3,27000,6546480.0,
1029677210,3,28500,6869690.0,
1029677210,3,28800,6948956.0,
1029677210,3,29400,7111273.0,
1029677210,3,30000,7325121.0,
1029677210,3,30300,7445217.0,
1029677210,3,30600,7650341.0,
1029677210,3,31200,,2503872.0
1029677210,4,900,323342.0,
1029677210,4,1800,694082.0,
1029677210,4,3600,1805564.0,
1029677210,4,5400,3046383.0,
1029677210,4,7200,3992176.0,
1029677210,4,9000,4661879.0,
1029677210,4,10800,5119761.0,
1029677210,4,12600,5614681.0,
1029677210,4,14400,6024382.0,
1029677210,4,16200,6354568.0,
1029677210,4,18000,6722757.0,
1029677210,4,19800,7244962.0,
1029677210,4,21600,7819568.0,
1029677210,4,23400,8335163.0,
1029677210,4,25200,9978065.0,
1029677210,4,26400,10808733.0,
1029677210,4,27000,11493606.0,
1029677210,4,28500,12872866.0,
1029677210,4,28800,13077064.0,
1029677210,4,29400,13644169.0,
1029677210,4,30000,14144647.0,
1029677210,4,30300,14458791.0,
1029677210,4,30600,14735644.0,
1029677210,4,31200,,3483073.0
1029677210,5,900,559418.0,
1029677210,5,1800,1408130.0,
1029677210,5,3600,2080375.0,
1029677210,5,5400,2683972.0,
1029677210,5,7200,3427565.0,
1029677210,5,9000,4685320.0,
1029677210,5,10800,6346538.0,
1029677210,5,12600,7562081.0,
1029677210,5,14400,9827545.0,
1029677210,5,16200,11156524.0,
1029677210,5,18000,11859575.0,
1029677210,5,19800,12424901.0,
1029677210,5,21600,13061433.0,
